19 13
	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0
0.0	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29	7316.29
5.0	7312.09	7312.09	7312.08	7312.07	7312.06	7312.05	7312.04	7312.02	7312.01	7312.00	7311.99	7311.99	7311.99
10.0	7300.52	7300.51	7300.48	7300.44	7300.38	7300.31	7300.23	7300.16	7300.09	7300.04	7299.99	7299.96	7299.96
15.0	7283.73	7283.71	7283.67	7283.61	7283.54	7283.46	7283.38	7283.31	7283.26	7283.22	7283.19	7283.17	7283.17
20.0	7263.62	7263.65	7263.72	7263.85	7264.05	7264.32	7264.66	7265.04	7265.45	7265.83	7266.14	7266.35	7266.42
25.0	7240.79	7240.94	7241.42	7242.22	7243.38	7244.87	7246.64	7248.61	7250.61	7252.46	7253.96	7254.95	7255.29
30.0	7213.98	7214.40	7215.71	7217.94	7221.13	7225.26	7230.19	7235.67	7241.25	7246.43	7250.65	7253.41	7254.37
35.0	7180.53	7181.38	7183.98	7188.47	7194.99	7203.53	7213.87	7225.42	7237.31	7248.38	7257.42	7263.35	7265.42
40.0	7137.44	7138.81	7143.05	7150.50	7161.51	7176.20	7194.25	7214.67	7235.83	7255.65	7271.87	7282.51	7286.22
45.0	7082.58	7084.47	7090.40	7101.05	7117.22	7139.32	7166.97	7198.66	7231.75	7262.85	7288.33	7305.04	7310.87
50.0	7015.75	7017.99	7025.18	7038.60	7059.76	7089.64	7127.91	7172.41	7219.23	7263.32	7299.43	7323.09	7331.33
55.0	6939.43	6941.63	6949.06	6963.87	6988.72	7025.54	7074.23	7131.88	7193.03	7250.73	7297.94	7328.82	7339.55
60.0	6859.25	6860.79	6866.71	6880.41	6906.26	6947.68	7005.08	7074.79	7149.57	7220.32	7278.16	7315.91	7329.01
65.0	6784.36	6784.37	6786.24	6795.07	6817.57	6859.42	6922.09	7001.20	7087.50	7169.61	7236.74	7280.51	7295.68
70.0	6727.02	6724.45	6719.20	6718.25	6731.34	6767.38	6829.80	6913.84	7008.11	7098.76	7173.10	7221.57	7238.37
75.0	6700.41	6694.33	6679.05	6663.22	6659.75	6681.79	6736.13	6818.54	6915.62	7010.85	7089.57	7141.04	7158.89
80.0	6713.91	6703.92	6677.11	6642.98	6616.77	6616.05	6652.64	6724.68	6817.58	6912.20	6991.66	7043.98	7062.18
85.0	6768.04	6754.51	6716.94	6664.67	6613.57	6584.10	6593.57	6645.12	6725.15	6812.57	6888.30	6938.85	6956.53
90.0	6853.68	6837.53	6791.83	6725.14	6652.45	6594.46	6572.02	6594.46	6652.45	6725.14	6791.83	6837.53	6853.68
