19 13
	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0
0.0	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36	3588.36
5.0	3546.64	3546.89	3547.62	3548.81	3550.40	3552.30	3554.41	3556.60	3558.72	3560.62	3562.13	3563.10	3563.44
10.0	3511.90	3512.86	3515.71	3520.32	3526.49	3533.95	3542.34	3551.25	3560.15	3568.41	3575.26	3579.87	3581.51
15.0	3488.44	3487.53	3493.68	3503.60	3516.84	3532.77	3550.68	3569.74	3589.00	3607.35	3623.30	3634.73	3639.00
20.0	3468.26	3471.82	3482.27	3499.02	3521.11	3547.36	3576.44	3606.97	3637.57	3666.88	3693.23	3713.79	3722.41
25.0	3461.02	3466.31	3481.82	3506.41	3538.38	3575.65	3616.02	3657.32	3697.66	3735.47	3769.47	3798.01	3813.16
30.0	3463.99	3471.19	3492.14	3525.01	3567.04	3614.98	3665.49	3715.48	3762.44	3804.57	3840.85	3870.99	3893.84
35.0	3477.07	3486.17	3512.50	3553.32	3604.63	3661.81	3720.30	3776.13	3826.26	3868.75	3902.78	3928.39	3943.09
40.0	3499.75	3510.55	3541.60	3589.13	3647.77	3711.50	3774.71	3832.85	3882.79	3922.87	3952.67	3972.94	3983.99
45.0	3531.15	3543.26	3577.79	3629.87	3692.67	3758.91	3822.21	3877.98	3923.68	3958.51	3982.85	3997.60	4002.88
50.0	3570.12	3583.02	3619.50	3673.48	3736.78	3801.09	3859.83	3909.04	3947.36	3975.18	3993.74	4004.28	4007.69
55.0	3615.25	3628.47	3665.45	3719.07	3780.02	3839.59	3891.71	3933.66	3965.27	3987.75	4002.59	4011.03	4013.78
60.0	3664.95	3678.14	3714.65	3766.48	3823.69	3877.75	3923.59	3959.65	3986.60	4005.96	4019.37	4028.09	4031.62
65.0	3717.58	3730.52	3765.97	3815.29	3868.26	3916.93	3957.28	3988.65	4012.19	4029.69	4043.28	4055.89	4068.73
70.0	3771.44	3784.00	3818.00	3864.31	3912.72	3955.96	3990.94	4017.62	4037.27	4051.47	4061.71	4069.25	4072.98
75.0	3824.88	3836.92	3869.09	3911.84	3955.09	3992.32	4021.24	4042.11	4055.92	4063.35	4064.60	4061.01	4058.28
80.0	3876.33	3887.68	3917.54	3955.96	3993.12	4023.35	4045.07	4058.60	4064.42	4062.52	4053.35	4041.24	4035.41
85.0	3924.33	3934.80	3961.72	3994.81	4024.72	4046.83	4060.20	4065.13	4061.67	4049.74	4031.15	4012.77	4004.92
90.0	3967.57	3976.91	4000.08	4026.62	4048.07	4061.09	4065.37	4061.09	4048.07	4026.62	4000.08	3976.91	3967.57
