30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0
0.0		3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95	3572.95
5.0		3634.59	3634.41	3633.89	3633.05	3631.93	3630.58	3629.07	3627.49	3625.96	3624.58	3623.48	3622.77	3622.53
10.0	3715.32	3714.85	3713.45	3711.14	3707.98	3704.07	3699.52	3694.55	3689.42	3684.53	3680.39	3677.57	3676.56
15.0	3798.81	3798.16	3796.22	3792.98	3788.46	3782.69	3775.74	3767.75	3759.00	3750.03	3741.74	3735.58	3733.26
20.0	3872.07	3871.44	3869.52	3866.30	3861.71	3855.70	3848.19	3839.17	3828.68	3817.04	3805.11	3795.04	3790.80
25.0	3928.63	3928.13	3926.63	3924.09	3920.41	3915.49	3909.19	3901.31	3891.67	3880.17	3867.06	3854.06	3847.45
30.0	3969.32	3968.96	3967.88	3966.05	3963.42	3959.92	3955.43	3949.76	3942.65	3933.74	3922.71	3909.94	3901.56
35.0	4000.91	4000.59	3999.63	3998.05	3995.84	3993.03	3989.61	3985.54	3980.70	3974.85	3967.55	3958.52	3951.62
40.0	4033.26	4032.89	4031.79	4029.96	4027.45	4024.30	4020.60	4016.48	4012.11	4007.61	4003.07	3998.69	3996.30
45.0	4076.13	4075.74	4074.55	4072.53	4069.62	4065.80	4061.09	4055.63	4049.73	4043.94	4038.99	4035.62	4034.43
50.0	4136.20	4135.97	4135.23	4133.75	4131.15	4126.91	4120.45	4111.45	4100.19	4087.83	4076.35	4068.09	4065.05
55.0	4215.01	4215.30	4215.92	4216.17	4214.71	4209.62	4198.90	4181.52	4158.48	4132.99	4109.68	4093.31	4087.41
60.0	4307.97	4309.24	4312.52	4316.08	4316.70	4309.97	4291.92	4261.30	4220.93	4177.13	4137.89	4110.70	4100.97
65.0	4404.38	4407.28	4415.02	4424.31	4429.08	4421.45	4395.13	4349.07	4288.55	4223.34	4164.52	4122.02	4105.40
70.0	4488.75	4494.09	4508.64	4527.29	454038	4535.62	4503.79	4444.06	4364.61	4278.86	4200.84	4140.96	4103.86
75.0	4544.10	4552.59	4576.29	4608.53	4635.98	4641.07	4610.52	4543.26	4450.63	4350.64	4262.12	4201.05	4179.00
80.0	4557.59	4569.49	4603.48	4652.34	4699 91	4723.32	4703.92	4638.90	4542.32	4437.17	4346.99	4289.22	4270.05
85.0	4526.26	4541.13	4584.54	4649.84	4719.72	4767.62	4769.34	4718.03	4628.39	4527.08	4440.50	4385.67	4367.49
90.0	4458.08	4475.03	4525.44	4603.77	4692.84	4765.06	4793.09	4765.06	4692.84	4603.77	4525.44	4475.03	4458.08
